0x719361F0f9A775deB653410472dcFD3c9E011c5E,100
0x4fa5CF05C793c8d7818F64751e4C842d17e0a655,427.82810059816836
0x1d690E1710D3A67Dbf1659E2B39b07B69B9796E2,1233.3334400031417
0x2AfB60933aAA86fE55df31bB9e035b39f7C84823,13067.357458845745
0xFC1E9da6372B0A99BF90916e6fC1904F642F2DD8,95.690238
0x1084bC438017f904dD950e9BD30f5060a215178A,196163.97268958975
0x509dB14Ae32a43B98C6427bea50d0915c38C0196,1172534.9902586811
0x92028f7b0fF230a8f263a2370E0Ae1ac0c7f30CD,0.000006882109264727
0x51410E5C286D62cB886e7B02932407106fa20B57,661.9720407136098
0x0383bF4e3A5fCe13Caff3525E220D305E6A31aB5,1169.479447484755
0x16DdBdb02EfE6dce113fd7b8c7A5ec6482E62f86,631
0x5Fa31cD4f077c9eF8225078615eA1b8E9424b65e,1579.2013794467305
0xF14B486DF8285EE482eCcA829f6Ce8573C1D7C73,97659.72780894447
0x5589D29d104EE65b23D12Dd4Ec3a6B20A1027091,1174.0571828750299
0x247b7f78aC4025a1133cEc4b0993144600658A0A,8005.480417943419
0x36bD1EEBF3751f926495903770bE0872d324DCfC,17340.249899471957
0x1Ac50674c7b0038cD972aC39E01eE7EDA78c6946,0.000004943061014135
0x98877278dE1D6253532B718230A93ec13FE5788D,667143.3409162124
0x37E08a644155360093995C172d00a45ecbe62A50,152286.28983783882
0x4fC315DCC9Ce55eFAA90E6A7050ED1d27C332aa1,12615.146956390678
0x264F177Af971eb186e816339CFd5631350Fde27B,7888.056565450734
0xb155154236aA650C571026Da96F7311BD572f632,1636.019092424891
0x1F03F8F096c2fE7493Af79250b473d9fEfC181b6,18919.24912214766
0xc6349529a306b370129440E76691430c1a1fc258,11147.33990373072
0xa13A95bABE24f73f28FF055826aD172b4966301D,2555.106619142982
0x0e07807E3d29FdDC253d54377c8ff10Fc1057E4B,773.0413251532736
0xFC971dD4cdAE38cC64AC131dCcAb9127D7e25AD4,758.9658549238138
0x167E4B3dA23f45EC248191Ac989406e3e915E3B6,132.3423432788353
0x7443dc8d1AF701207c8202Cfa284b2f45002e7B8,258.74662586058645
0x95b5f8f0C3B69295031BC6e16eA1142Bb02cAfB3,114.55749031093987
0x1eE352097bb0ACD0d20625eAd3dA18F81e84075e,47170.69780925232
0x6796c3423B5A18a5B7E666f099480993a3E83FF0,852.5
0x60a2CF9eC4F79f3C81d62daa5f2B416B20dD8f9F,35000
0x1Abc5866c8994C366999822D0041A65051C62dae,964.1260387973579
0x3951498C5551E7552E536f63eD3e7c861b0f8d93,1146.9220004468768
0x580FaB45F68E26B4fF4Ff955c6951a4fD13AAF65,25562.554984123366
0xE99Beb2c36D5456755A889Cda32273983057EFA3,13084.836947554099
0x9958EfDDEa5893107971bFDd5595cC140840293B,6611.655014543901
0xBb5AD69512cEBF9e5eeeD9351f3b9e029DA778FE,3068.727048519622
0x8013ED4cEF971a371B7729D2E84f10E19e8AFEe3,479.63
0x682867062AFa33D1684A91A4AcFB9240a9a56475,70
0xe1bC702D1Ac51e80dd257fBEd1b92858dB5b21e0,160005.38002087144
0x0758831CF9727B9a6d0E86d6005D44c1102d4a4f,27546.703113488544
0x12eEc6464dd1B959a46C851D59448e97dA1A0A08,91909.08430736334
0xf0c796a4C893064B0c11cC0Baa05BFb11CBdc982,553.3456172078908
0x673AB33c399cAba544E0eee10C52D3D88C04F061,1819.2319143364814
0xa4477E139d7359fB2845630759f2808DF50a1959,6643.581299405033
0xc9bd8D37302bFa4CDDB8afad3a03cd187f3F2318,58879.53638265132
0xfe7C117cbFB6ddbbf164a073aBe71de1D84E5E03,172712.02898617327
0x860aBbb27C1945958Ea9DE8C930008FB8AcB5154,4435.152492139283
0x7d1B8315a841c616A36B3ec9cb25A54Cd955bF2c,3541.5682812038954
0xDA17Bc08277428cd99c44f648e3b6049eF6A0321,4046.066633311899
0x04A154126e2aFb229240d95E5616fcE5c7E8B118,13863.671604087815
0xb6483302F7B482fD091981cd8D773F8F0E62C6C2,1501.5466624378917
0x48992b9dc9b28EaE8759Dd9E3B1F5A630cf0d4c1,2707.267818009281
0x03A2e689c77783f721846Ad6D287631C03c4b938,5338.548883343111
0x6EeeaF30a3A815d919937D81a0cd15B4D9a58254,15688.16152750191
0x712e0504223d46A629e40f4d67cb30b56Adb2c52,86547.4997056928
0x62E1d7b4Db6B96D7029dB45506E3F602a3156CE4,175896.62639747758
0x5ee0D4DA9AD11642bf687d83334FE6B4AbD6B278,38536.8538127372
0x070594b4741c67FdcbD59cfcc9bFe9B606Ed3C12,380.34671826744415
0xC1cc56c5ca930725b6de4287c831D9B8442764b6,26068.85000048603
0xDddEc3B60b8863e396A2143Fe06f816b8faD234b,17753.21836263351
0x02aE84a1A4410973dc829E0FDD761c18Aa734306,9413.511456818205
0x331d3c22a9CC2D3c7Ad1397Fb1f9628c3C3E7783,17921.815472515278
0xe5bdD6D5F327CAf3D55e029638feBCD72B9322F3,1911.4455116935671
0xD4169feB234bb57f848d31886b26164AC4b8ccCE,200
0xc254e21D36a48209A82431Cf1E06E526a67005E4,10296.259986838919
0x2495A76D3B413e0b7AA4140315AD54d656fCf7EE,21000
0x6cAEd9871FAb276e2d9B08183393C9aDcb16Ec34,44002.97676002684
0xd2cbB2EfC68c8F7819807EAe033CD5c84Af8e235,38085.03786441841
0x7a50eD53b37438ddf8b7eE3F0854eE31080F9192,11654.300046862669
0x6cD4f677e80c03E45c11338D623f7b29dFD88026,234.2131318540942
0xfF3E5d22AA552AC49e96C36be51eCBed2911ADaF,1021
0x645df68306425e857A27bbAfe5d88Ec9c2969a95,18640.546922634312
0x6E3988970d0eC7F2Dc849058a70ea1E69F74e800,23869.38433920862
0x5B666cD9804596373aF913CECca83eB015da8E8a,914.199055568404
0x84868af3Fa7B28668E51D92DbdFe3edd5521d8d0,2483.2674719839692
0xB8609A16f6122915ceA8510b383CEa13d9Cea073,18294
0x84df3dBCA25A8D459fe3F3707f33eCFAe01b2e68,11963.48287495853
0x6D5016A8962F7259DA5fbcA85c199AC8073F9960,193684.2674813787
0x82bBCd441130Bf78d9053484B124708eA77eD66e,19867.9
0xaaEb5a2F9908634FBbe9b5fd6610F140799FfC7c,2501.1453930988832
0x478664205b22f42a4b2F8fF87f907F9F7C2d5370,298333.1222872166
0x0a8Aae909053040413FCd4dDB69282F5e0Db166d,50265.259043826794
0x3cff9898Ea68E5E8583F9E1E481Bb8fA74c91705,7310.765374884731
0x532aD6dfA7691820c397725679D9BB4089CB16AC,835.062
0x66e5Fec972593585B244D12e2469829C997Df9a9,1264.1150819970098
0x7c2c11724Cc9352D09dD21f852FD9ECfB26a1d5b,2449.774883926043
0x4a00286365E41248F6FBDFA067779368B14AdaC2,40002.584535778245
0x01002Ce343a5f5B5a1759843416c7cAEAc60967d,1478.999987977809
0x717D0a26Cc02A71c4D11099e0ECe3431a8728585,1946.2374948084182
0xA8b5D8D924f6B464aDb648d69AaC2B179225CaA5,14313.591245116615
0x9c4B619753C4531E5F56e99881f38456D07a5826,1500000.9465354085
0x9755e45F5458c5c3Cd65753588130c6bFBBC064D,43084.27596736211
0x9D85C3B9fb54E35b1203Fe08B6b866641F081744,6897.934364948637
0xA7A526F9dD40cE8eF58393fD94023766C7B27AB3,876.1427989618725
0xB865F03f93872d1FF2A88d82cD774b554390b7f8,3796.1308032768507
0x1E066a13Cb64bA51a67C0F1FD7e377242FD2dB96,35672.448927875324
0xBe1C7517c5360544D1b56b44104e691101Ca38a2,20313.400557077603
0x1Cb50E394331ED0ba24325b0D7B98cA384DADb4b,2.7058458686098
0x8BD24B5a94CF34f5A5991696cF83C80F8FAbEBCc,19260.5933424844
0x500e3984Cbe678D7A5B2dF1BF9D6173a57D1b7C7,13500
0xD4Eae2E2c6deAd72575537Eff25A92cBC15C3214,30001
0x875499B3A4c574f5A9C48BadFE66Ca49C8878De2,10227.824399630263
0x0092c8813b3b1CD535124Bae1b61c75d92949e71,3402.816906280968